fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2023,administrative associate,borough president-brooklyn,75596.0,1,1820.0
2023,administrative associate,borough president-queens,55000.0,1,1820.0
2023,administrative associate,bronx district attorney,65000.0,13,1820.0
2023,administrative associate,city clerk,68723.0,5,1820.0
2023,administrative associate,civilian complaint review bd,59299.5,2,1820.0
2023,administrative associate,conflicts of interest board,62400.0,1,1820.0
2023,administrative associate,consumer and worker protection,63615.0,43,1820.0
2023,administrative associate,department for the aging,67881.5,14,1820.0
2023,administrative associate,department of buildings,62704.0,82,1820.0
2023,administrative associate,department of business serv.,70035.5,6,1820.0
2023,administrative associate,department of city planning,69102.0,5,1820.0
2023,administrative associate,department of correction,61278.0,59,1820.0
2023,administrative associate,department of education,62383.0,183,1820.0
2023,administrative associate,department of finance,61015.0,231,1820.0
2023,administrative associate,department of health,61411.0,249,1820.0
2023,administrative associate,department of homeless services,61156.0,17,1820.0
2023,administrative associate,department of investigation,66128.5,8,1820.0
2023,administrative associate,department of parks & recreation,75000.0,111,1820.0
2023,administrative associate,department of probation,58577.0,27,1820.0
2023,administrative associate,department of sanitation,59984.0,59,1820.0
2023,administrative associate,department of transportation,58961.5,170,1820.0
2023,administrative associate,dept of citywide admin svcs,61015.0,61,1820.0
2023,administrative associate,dept of environment protection,61620.5,258,1820.0
2023,administrative associate,dept of records & info service,65412.0,3,1820.0
2023,administrative associate,dept of youth & comm dev srvs,68235.5,14,1820.0
2023,administrative associate,dept. of design & construction,71739.0,26,1820.0
2023,administrative associate,district attorney kings county,75000.0,10,1820.0
2023,administrative associate,district attorney qns county,70000.0,24,1820.0
2023,administrative associate,district attorney-manhattan,101189.0,3,1820.0
2023,administrative associate,financial info svcs agency,64706.0,6,1820.0
2023,administrative associate,fire department,64257.0,113,1820.0
2023,administrative associate,housing preservation & dvlpmnt,61192.0,117,1820.0
2023,administrative associate,hra/dept of social services,54996.0,1095,1820.0
2023,administrative associate,independent budget office,101000.0,1,1820.0
2023,administrative associate,landmarks preservation comm,70381.0,1,1820.0
2023,administrative associate,law department,66683.0,6,1820.0
2023,administrative associate,nyc dept of veterans' services,73728.0,2,1470.0
2023,administrative associate,nyc employees retirement sys,61015.0,29,1820.0
2023,administrative associate,nyc housing authority,64362.5,82,1820.0
2023,administrative associate,off of payroll administration,63582.5,18,1820.0
2023,administrative associate,office of labor relations,65142.0,9,1820.0
2023,administrative associate,office of the actuary,74789.0,1,1820.0
2023,administrative associate,office of the comptroller,65241.5,20,1820.0
2023,administrative associate,police department,64858.0,298,1820.0
2023,administrative associate,president borough of manhattan,71243.0,1,1820.0
2023,administrative associate,public administrator-new york,69462.0,1,1820.0
2023,administrative associate,tax commission,68864.5,2,1820.0
2023,administrative associate,taxi & limousine commission,67499.0,30,1820.0
2023,administrative associate,teachers retirement system,68601.0,11,1820.0
2023,administrative associate,technology & innovation,72129.5,22,1820.0
2023,administrative blasting inspector,fire department,123537.0,1,1820.0
2023,administrative borough superintendent,department of buildings,190000.0,3,1820.0
2023,administrative business promotion coordinator,administration for children's services,108150.0,3,1820.0
2023,administrative business promotion coordinator,consumer and worker protection,120199.97,1,1400.0
2023,administrative business promotion coordinator,department of business serv.,108204.0,34,1820.0
2023,administrative business promotion coordinator,department of correction,130000.0,1,1820.0
2023,administrative business promotion coordinator,department of health,118075.5,2,1627.5
2023,administrative business promotion coordinator,department of sanitation,99458.0,3,1820.0
2023,administrative business promotion coordinator,dept of citywide admin svcs,125606.0,8,1820.0
2023,administrative business promotion coordinator,dept. of design & construction,144200.0,1,1820.0
2023,administrative business promotion coordinator,housing preservation & dvlpmnt,97464.0,2,1820.0
2023,administrative business promotion coordinator,hra/dept of social services,128750.0,1,1750.0
2023,administrative business promotion coordinator,nyc dept of veterans' services,150000.0,1,1820.0
2023,administrative business promotion coordinator,nyc housing authority,111997.0,2,1820.0
2023,administrative business promotion coordinator,office of the comptroller,140000.0,3,1820.0
2023,administrative business promotion coordinator,technology & innovation,124225.0,10,1820.0
2023,administrative chief,bronx district attorney,155000.0,2,1820.0
2023,administrative chief,district attorney-manhattan,155000.0,27,1820.0
2023,administrative chief,district attorney-special narc,208774.0,3,1820.0
2023,administrative city planner,admin trials and hearings,141878.0,1,1820.0
2023,administrative city planner,department of buildings,119079.0,3,1715.0
2023,administrative city planner,department of city planning,127703.5,28,1820.0
2023,administrative city planner,department of finance,142101.5,4,1820.0
2023,administrative city planner,department of parks & recreation,140629.5,4,1820.0
2023,administrative city planner,department of sanitation,145477.0,5,1820.0
2023,administrative city planner,department of transportation,118437.5,62,1820.0
2023,administrative city planner,dept of citywide admin svcs,126653.0,5,1820.0
2023,administrative city planner,dept of environment protection,122453.0,9,1820.0
2023,administrative city planner,dept. of design & construction,127848.0,1,1820.0
2023,administrative city planner,housing preservation & dvlpmnt,122786.0,7,1820.0
2023,administrative city planner,hra/dept of social services,109524.0,1,1820.0
2023,administrative city planner,nyc housing authority,165000.0,2,1820.0
2023,administrative city planner,office of the comptroller,134000.0,5,1820.0
2023,administrative city planner,police department,143848.0,1,1820.0
2023,administrative city planner,taxi & limousine commission,134930.0,1,1820.0
2023,administrative claim examiner,nyc housing authority,125022.0,5,1820.0
2023,administrative claim examiner,office of the comptroller,91837.0,23,1820.0
2023,administrative community relations specialist,admin trials and hearings,126036.0,2,1820.0
2023,administrative community relations specialist,administration for children's services,136799.0,1,1820.0
2023,administrative community relations specialist,bronx district attorney,153000.0,3,1820.0
2023,administrative community relations specialist,consumer and worker protection,121577.64,4,1820.0
2023,administrative community relations specialist,cultural affairs,140429.0,1,1820.0
2023,administrative community relations specialist,department for the aging,141947.0,2,1820.0
2023,administrative community relations specialist,department of city planning,120000.0,1,1225.0
2023,administrative community relations specialist,department of education,110550.0,12,1820.0
2023,administrative community relations specialist,department of health,155422.0,2,1820.0
